,Unnamed: 0,Nama,Lembaga,Unit Kerja,Jabatan,Tanggal Lapor,Jenis Lapor,Kekayaan
613,613,ANTIK SUHARYANTI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,WAKIL DIREKTUR UMUM DAN KEUANGAN - RUMAH SAKIT UMUM DAERAH,9 Mei 2014,Periodik,359488089
614,614,M. FUAD SYARIF SYAFII,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,AUDITOR MADYA - PERWAKILAN PROVINSI D.I. YOGYAKARTA,29 Mei 2013,Periodik,643000000
615,615,DIDIK SUDARSONO WAHYU NUGROHO,,,,7 Juni 2001,Periodik,23169550
616,616,ELLA GUNADIA RATNA DEWI,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI D.I. YOGYAKARTA,JAKSA KEJAKSAAN NEGERI YOGYAKARTA,4 Februari 2016,Periodik,80845000
617,617,ISWANDARI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BIDANG PELAYANAN MEDIK - RUMAH SAKIT JIWA GRHASIA,21 Mei 2015,Periodik,30777923
618,618,AGUS TRIMADI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SUB BAGIAN TATA USAHA UPT JAMINAN PENDIDIKAN DAERAH - DINAS PENDIDIKAN,15 Juni 2016,Periodik,302773360
619,619,WISNU INDARTO,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA VII,PEMERIKSA MUDA - SUB AUDITORAT VII.A.3 - AUDITORAT UTAMA KEUANGAN NEGARA VII,29 Agustus 2014,Periodik,160624031
620,620,HASTIONO ADI PRANOTO,,,,25 Desember 2005,Periodik,43524963
621,621,ASDO ARTRIVIYANTO,PT KERETA API INDONESIA (PERSERO),PT KERETA API INDONESIA (PERSERO),MANAGER OPERASI - SUB DIVISI REGIONAL III.I KERTAPATI,12 Juli 2012,Periodik,58500000
622,622,SUKCI HIRAWATI,,,,28 Februari 2006,Periodik,32245809
623,623,ANTIK SUHARYANTI,,,,5 Mei 2010,Periodik,317037996
624,624,RADEN HENDRI GUSAPTONO,KEMENTERIAN RISET DAN TEKNOLOGI / BADAN RISET DAN INOVASI NASIONAL,PERGURUAN TINGGI NEGERI (PTN),KEPALA PUSAT KULIAH KERJA NYATA DAN TEKNOLOGI TEPAT GUNA LP2M - UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN YOGYAKARTA,9 Agustus 2016,Periodik,114000000
625,625,NAWAN DJUHATMOKO,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PELAYANAN KESEHATAN,KEPALA SEKSI SARANA DAN NON MEDIS - RSUP DR SARDJITO,20 Mei 2015,Periodik,503558000
626,626,RYANTO TRI NOEGROHO,,,,15 Juni 2010,Periodik,15500000
627,627,M. FUAD SYARIF SYAFII,BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN (BPKP),PERWAKILAN BPKP PROVINSI D.I. YOGYAKARTA,AUDITOR AHLI MADYA PADA PERWAKILAN BPKP DAERAH ISTIMEWA YOGYAKARTA,23 Juni 2003,Periodik,78000000
628,628,MENIK NILAWATI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BIDANG PENGEMBANGAN TANAMAN PERKEBUNAN - DINAS KEHUTANAN DAN PERKEBUNAN,19 Mei 2016,Periodik,1032680388
629,629,SUHARYANTO,DEWAN PERWAKILAN RAKYAT DAERAH KOTA YOGYAKARTA,DEWAN PERWAKILAN RAKYAT DAERAH KOTA YOGYAKARTA,ANGGOTA,27 Desember 2003,Periodik,69500000
630,630,RIDIAN JUNATA,PT PERUSAHAAN GAS NEGARA TBK,"PT PERUSAHAAN GAS NEGARA (PERSERO), TBK.",KEPALA SEKSI PENJUALAN AREA CILEGON - SBU DISTRIBUSI I,2 April 2015,Periodik,900373694
631,631,YOSEPHUS SAHID BUDIPRIYONO,KOMISI PEMILIHAN UMUM (KPU),KOMISI PEMILIHAN UMUM PROVINSI DAERAH ISTIMEWA YOGYAKARTA,KEPALA SUB BAGIAN TEKNIS PEMILU DAN HUPMAS - SEKRETARIAT KOMISI PEMILIHAN UMUM KABUPATEN KULON PROGO,13 Juli 2015,Periodik,164891986
632,632,GUSTI KANJENG RATU HEMAS,DEWAN PERWAKILAN DAERAH (DPD),PERWAKILAN PROVINSI D.I. YOGYAKARTA,WAKIL KETUA DPD RI PERIODE 2014 - 2019,24 November 2014,Periodik,29579931324
633,633,ILHAM WICAKSONO,,,,1 Maret 2016,Periodik,2101064
634,634,EDUWARD,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA VI,PEMERIKSA MUDA - PERWAKILAN PROVINSI NUSA TENGGARA TIMUR,8 Agustus 2015,Periodik,266305002
635,635,IMAM SUTOPO,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI BANTEN,JAKSA / KEPALA SEKSI PERDATA - KEJAKSAAN TINGGI BANTEN,17 November 2015,Periodik,659500000
636,636,EDY HERI SUASANA,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA DINAS PENDIDIKAN,10 Oktober 2014,Periodik,370558313
637,637,ANTIK SUHARYANTI,,,,19 November 2008,Periodik,224709155
638,638,SRI SADONO DARMO SUDIBYO,,,,27 Oktober 2011,Periodik,195502076
639,639,KUSTRIAWAN MADU AJI,PEMERINTAH KABUPATEN TRENGGALEK,PEMERINTAH KABUPATEN TRENGGALEK,STAF KANTOR PERPUSTAKAAN DAN ARSIP DAERAH,14 Mei 2013,Periodik,11600000
640,640,MENIK NILAWATI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BALAI SERTIFIKASI PENGAWASAN MUTU BENIH DAN PROTEKSI TANAMAN KEHUTANAN DAN PERKEBUNAN,24 Juni 2014,Periodik,817049400
641,641,INDIYAH WIDININGSIH,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SEKSI BANGUNAN PELENGKAP JALAN - DINAS PERMUKIMAN DAN PRASARANA WILAYAH,9 November 2011,Periodik,17500000
642,642,LORENTIUS MURWANTO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,LURAH COKRODININGRATAN,1 September 2015,Periodik,-9930083
643,643,AGUS PURWANTO,,,,22 Januari 2015,Periodik,92382000
644,644,ELLA GUNADIA RATNA DEWI,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI D.I. YOGYAKARTA,"JAKSA / KEPALA SUB SEKSI KEAMANAN, KETERTIBAN UMUM DAN TINDAK PIDANA UMUM LAINNYA - SEKSI UPAYA HUKUM, EKSEKUSI DAN EKSAMINASI - ASISTEN TINDAK PIDANA UMUM - KEJAKSAAN TINGGI D.I. YOGYAKARTA",25 Oktober 2010,Periodik,259889000
645,645,RIDIAN JUNATA,PT PERUSAHAAN GAS NEGARA TBK,"PT PERUSAHAAN GAS NEGARA (PERSERO), TBK.",KEPALA SEKSI PENJUALAN AREA CILEGON - SBU DISTRIBUSI I,28 Oktober 2014,Periodik,717873694
646,646,MARYADI ENDAR ISNIANTO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA SATUAN LALU LINTAS - KEPOLISIAN RESOR GUNUNG KIDUL,12 November 2013,Periodik,0
647,647,GUSTI KANJENG RATU HEMAS,DEWAN PERWAKILAN DAERAH (DPD),DEWAN PERWAKILAN DAERAH (DPD),WAKIL KETUA PERIODE 2009-2014,30 November 2009,Periodik,15776582816
648,648,ILHAM WICAKSONO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK PELAKSANA - KANTOR PELAYANAN PAJAK PRATAMA KARAWANG SELATAN,12 Maret 2014,Periodik,2101064
649,649,IMAM SUTOPO,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI JAWA TENGAH,JAKSA / KEPALA SEKSI INTELIJEN - KEJAKSAAN NEGERI WONOGIRI,27 Agustus 2011,Periodik,312000000
650,650,EKO HARIYATNO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA SEKSI PENGAWASAN DAN KONSULTASI - KANTOR PELAYANAN PAJAK PRATAMA BATANG,3 Februari 2016,Periodik,664782000
651,651,MENIK NILAWATI,,,,30 September 2010,Periodik,772426379
652,652,DODIT SUGENG MURDOWO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA BIDANG DATA DAN SISTEM INFORMASI - DINAS PERIZINAN,31 Oktober 2013,Periodik,184856059
653,653,AFFRIO SUNARNO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,"KEPALA SUB BIDANG PENELITIAN DAN PENGEMBANGAN EKONOMI, SOSIAL DAN BUDAYA - BADAN PERENCANAAN PEMBANGUNAN DAERAH",7 November 2011,Periodik,112203800
654,654,NOVI RIADHI,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA - KANTOR PELAYANAN PAJAK MADYA JAKARTA TIMUR,31 Mei 2015,Periodik,865320930
655,655,SULASMI,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH ACEH,KEPALA SEKSI DIKMAS - SUBDITDIKYASA - DITLANTAS - KEPOLISIAN DAERAH D.I. YOGYAKARTA,21 Oktober 2013,Periodik,559500000
656,656,GUSTI KANJENG RATU HEMAS,DEWAN PERWAKILAN DAERAH (DPD),DEWAN PERWAKILAN DAERAH (DPD),ANGGOTA,7 September 2003,Periodik,11733026500
657,657,SUNARNI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SEKSI PELAYANAN INFORMASI DAN PENGADUAN - KELURAHAN PATEHAN,15 Januari 2016,Periodik,12500000
658,658,EDY BUDHIHARTO,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,BENDAHARA PENGELUARAN DEKONSENTRASI - BADAN PERPUSTAKAAN DAN ARSIP DAERAH,28 Januari 2010,Periodik,57942381
659,659,YUYUN ENDARWATI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA TATA USAHA SMP NEGERI 12,1 Januari 2016,Periodik,-9590415
660,660,EKO HARIYATNO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA SEKSI PEMERIKSAAN DAN KEPATUHAN INTERNAL - KANTOR PELAYANAN PAJAK PRATAMA TANJUNG BALAI KARIMUN,16 Oktober 2013,Periodik,379635000
661,661,ARIYANTI LUHUR TRI SETYARINI,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,"KEPALA BIDANG SEJARAH, PURBAKALA DAN MUSEUM - DINAS KEBUDAYAAN",25 Agustus 2014,Periodik,-196001862
662,662,DODIT SUGENG MURDOWO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA BIDANG DATA DAN SISTEM INFORMASI - DINAS PERIZINAN,20 Mei 2010,Periodik,147656059
663,663,AGUNG BUDI MARYOTO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA KEPOLISIAN KOTA BESAR YOGYAKARTA,15 November 2007,Periodik,1952346000
664,664,NOVI RIADHI,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA - KANTOR PELAYANAN PAJAK MADYA JAKARTA TIMUR,1 Oktober 2013,Periodik,822363208
665,665,ESTI SASANTI,OTORITAS JASA KEUANGAN (OJK),DEPUTI KOMISIONER PENGAWAS PERBANKAN II,DEPUTI DIREKTUR - DEPARTEMEN PENGENDALIAN KUALITAS PENGAWASAN BANK,29 April 2016,Periodik,290133866
666,666,RIDIAN JUNATA,PT PERUSAHAAN GAS NEGARA TBK,"PT PERUSAHAAN GAS NEGARA (PERSERO), TBK.",ACCOUNT EXECUTIVE INDUSTRI DAN KOMERSIAL AREA CIREBON - SBU DISTRIBUSI I,28 Agustus 2012,Periodik,717873694
667,667,SURYAWANTO,,,,20 Mei 2016,Periodik,-380512975
668,668,EMY INDARYATI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,"KEPALA SEKSI PEMASARAN - DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI DAN PERTANIAN",20 Februari 2015,Periodik,900129102
669,669,EKO HARIYATNO,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,ACCOUNT REPRESENTATIVE KANTOR PELAYANAN PAJAK PRATAMA JAKARTA DUREN SAWIT,23 Juni 2011,Periodik,100477163
670,670,ARIYANTI LUHUR TRI SETYARINI,,,,19 Agustus 2011,Periodik,-28875581
671,671,KUJI MURTININGRUM,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT,DIREKTORAT JENDERAL SUMBER DAYA AIR,PEJABAT PEMBUAT KOMITMEN PERENCANAAN DAN PROGRAM - BALAI WILAYAH SUNGAI PAPUA,20 Desember 2016,Periodik,256000000
672,672,NOVI RIADHI,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA - KANTOR PELAYANAN PAJAK MADYA JAKARTA TIMUR,21 Desember 2011,Periodik,733004265
673,673,QORY ADIBA,PEMERINTAH KOTA BALIKPAPAN,PEMERINTAH KOTA BALIKPAPAN,PELAKSANA ADMINISTRASI KEGIATAN - KECAMATAN BALIKPAPAN UTARA,30 September 2015,Periodik,34143954
674,674,ISMU YUNARKA,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SUB BAGIAN UMUM DAN KEPEGAWAIAN - KECAMATAN GEDONGTENGEN,31 Oktober 2011,Periodik,58828225
675,675,TRI KARYONO,,,,15 November 2007,Periodik,2081354428
676,676,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,GUBERNUR,24 November 2014,Periodik,41057660406
677,677,SETYAWATI,PEMERINTAH KABUPATEN BANTUL,PEMERINTAH KABUPATEN BANTUL,KEPALA BIDANG PENGADAAAN DAN PENGEMBANGAN - BADAN KEPEGAWAIAN DAERAH,10 April 2015,Periodik,-13981097
678,678,ALISE KURNIARINI FADLILA,BANK INDONESIA (BI),BANK INDONESIA,ANALIS LOGISTIK - DEPARTEMEN LOGISTIK DAN PENGAMANAN,25 Agustus 2015,Periodik,-122262056
679,679,SURYAWANTO,,,,16 Februari 2015,Periodik,-241358435
680,680,FREDDY ROESTHODY HENDRAWAN,KEJAKSAAN REPUBLIK INDONESIA,KEJAKSAAN TINGGI KEPULAUAN BANGKA BELITUNG,JAKSA KEJAKSAAN NEGERI SUNGAILIAT,20 Januari 2011,Periodik,14900000
681,681,BOBIE PRASETYA,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,"KEPALA SEKSI RETRIBUSI DAN PENDAPATAN LAIN-LAIN - DINAS PENDAPATAN, PENGELOLAAN KEUANGAN DAN ASET DAERAH",1 Juni 2015,Periodik,130188331
682,682,THERESIA ROOS DRIASTUTI,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,"KEPALA SUB BAGIAN KEUANGAN, ADMINISTRASI DATA DAN PELAPORAN - KECAMATAN WIROBRAJAN",15 Januari 2016,Periodik,128870314
683,683,MUHAMMAD DAHLAN SALEH,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA BIDANG PEP - KANWIL DJP SUMATERA SELATAN DAN KEPULAUAN BANGKA BELITUNG,24 Juni 2015,Periodik,937017767
684,684,YASRI AZNAM,,,,12 Maret 2015,Periodik,-6404550
685,685,NOVI RIADHI,,,,25 September 2008,Periodik,392441949
686,686,SRI PRASWIJANTI,KEMENTERIAN RISET DAN TEKNOLOGI / BADAN RISET DAN INOVASI NASIONAL,PERGURUAN TINGGI NEGERI (PTN),BENDAHARA PENGELUARAN - UNIVERSITAS VETERAN YOGYAKARTA,9 Agustus 2016,Periodik,308864835
687,687,TRI KARYONO,,,,12 Mei 2003,Periodik,1015654428
688,688,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,GUBERNUR,4 September 2012,Periodik,24480485892
689,689,THEODORA NONO MARYANTI,KEMENTERIAN RISET DAN TEKNOLOGI / BADAN RISET DAN INOVASI NASIONAL,PERGURUAN TINGGI NEGERI (PTN),KEPALA SUB BAGIAN SISTEM INFORMASI - INSTITUT SENI INDONESIA YOGYAKARTA,16 Mei 2016,Periodik,10000000
690,690,HANUNG INDARTO,MAHKAMAH AGUNG,PENGADILAN TINGGI D.I. YOGYAKARTA,PANITERA PENGGANTI - PENGADILAN TINGGI YOGYAKARTA,30 September 2016,Periodik,880648000
691,691,SURYAWANTO,,,,14 Desember 2011,Periodik,-54849205
692,692,ASTI WIJAYANTI,PEMERINTAH KABUPATEN GUNUNG KIDUL,PEMERINTAH KABUPATEN GUNUNG KIDUL,PEJABAT PEMBUAT KOMITMEN / KUASA PENGGUNA ANGGARAN / KEPALA BAGIAN ADMINISTRASI PEREKONOMIAN DAN SUMBER DAYA ALAM - SEKRETARIAT DAERAH,2 September 2015,Periodik,158548679
693,693,YOPIE WIRAWAN ADIBRATA,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA - KANTOR PELAYANAN PAJAK WAJIB PAJAK BESAR EMPAT,24 Juni 2015,Periodik,813618930
694,694,SUDARSONO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA KEPOLISIAN SEKTOR BANTUL - KEPOLISIAN RESOR BANTUL,17 Juni 2013,Periodik,69910557
695,695,HARI KUSUMA SETIA NEGARA,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL BEA DAN CUKAI,PELAKSANA PEMERIKSA - KANTOR PELAYANAN UTAMA BEA DAN CUKAI TIPE B BATAM,5 Juni 2011,Periodik,97592451
696,696,INDA ISMANTO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SEKSI PEMBERDAYAAN DAN PEREKONOMIAN - KECAMATAN TEGALREJO,9 Maret 2012,Periodik,138700000
697,697,MUHAMMAD DAHLAN SALEH,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA KANTOR PELAYANAN PAJAK PRATAMA BANGKA,1 November 2014,Periodik,937017767
698,698,IGNATIUS YULIANTO,PEMERINTAH KABUPATEN BANTUL,PEMERINTAH KABUPATEN BANTUL,KEPALA DINAS SUMBER DAYA AIR,19 Oktober 2012,Periodik,762286495
699,699,TEJO PURNOMO,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA BAGIAN PROTOKOL - BIRO UMUM DAN PROTOKOL - SEKRETARIAT DAERAH,17 Mei 2016,Periodik,105000000
700,700,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,GUBERNUR PERIODE 2008-2011,1 Mei 2009,Periodik,29319246061
701,701,TITO ASUNG KUMORO WICAKSONO,,,,6 Desember 2016,Periodik,1922445000
702,702,IMAN AMINNULLAH,BADAN PENYELENGGARA JAMINAN SOSIAL KETENAGAKERJAAN (BPJS KETENAGAKERJAAN),BADAN PENYELENGGARA JAMINAN SOSIAL KETENAGAKERJAAN,KEPALA BIDANG PEMASARAN INFORMAL - KANTOR CABANG SETIABUDI,28 April 2014,Periodik,178029328
703,703,SUPRIHATIN,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA SEKSI PERLINDUNGAN DAN REHABILITASI SOSIAL - PANTI SOSIAL PAMARDI PUTRA - DINAS SOSIAL,25 Juni 2014,Periodik,-10816596
704,704,YOPIE WIRAWAN ADIBRATA,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK MUDA - KANTOR PELAYANAN PAJAK WAJIB PAJAK BESAR EMPAT,4 Maret 2014,Periodik,517295911
705,705,SUDARSONO,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA SATUAN NARKOBA - KEPOLISIAN RESOR BANTUL,17 September 2007,Periodik,69484585
706,706,ISTARYONO,PEMERINTAH KABUPATEN KULON PROGO,PEMERINTAH KABUPATEN KULON PROGO,AUDITOR PENYELIA - INSPEKTORAT DAERAH,15 Juli 2016,Periodik,2250000
707,707,IGNATIUS ISPONO,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,KEPALA SUB BAGIAN PENDATAAN DAN INFORMASI KEPENDUDUKAN - BIRO TATA PEMERINTAHAN - SEKRETARIAT DAERAH,17 April 2014,Periodik,1126603707
708,708,MUHAMMAD DAHLAN SALEH,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA KANTOR PELAYANAN PAJAK PRATAMA BANGKA,23 Juni 2013,Periodik,1130517767
709,709,IGNATIUS YULIANTO,PEMERINTAH KABUPATEN BANTUL,PEMERINTAH KABUPATEN BANTUL,KEPALA DINAS SUMBER DAYA AIR,22 Januari 2009,Periodik,600782652
710,710,HAMENGKU BUWONO X,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,GUBERNUR PERIODE 2003 - 2008,6 Juli 2006,Periodik,29764346061
711,711,RETNO DYAH PARWITASARI,KEMENTERIAN KESEHATAN,DIREKTORAT JENDERAL PELAYANAN KESEHATAN,KEPALA BIDANG PENUNJANG DAN SARANA - RSUP DR. SOERADJI TIRTONEGORO KLATEN,10 Juni 2015,Periodik,679864721
712,712,SUPRIHATIN,,,,12 Mei 2003,Periodik,6354000
713,713,YOPIE WIRAWAN ADIBRATA,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,PEMERIKSA PAJAK PERTAMA - KANTOR PELAYANAN PAJAK MADYA BALIKPAPAN,21 Juni 2011,Periodik,256113022
714,714,RAHMAT SETYAJI,BADAN PEMERIKSA KEUANGAN (BPK-RI),AUDITORAT UTAMA KEUANGAN NEGARA VI,PEMERIKSA PERTAMA - PERWAKILAN PROVINSI SULAWESI SELATAN,29 April 2016,Periodik,64385234
715,715,TRI CAHYONO,PEMERINTAH KOTA YOGYAKARTA,PEMERINTAH KOTA YOGYAKARTA,KEPALA SUB BAGIAN ADMINISTRASI DATA DAN PELAPORAN - DINAS KETERTIBAN,26 Januari 2015,Periodik,-78676143
716,716,ISTARYONO,,,,28 Februari 2009,Periodik,-7750000
717,717,LESTARYONO,PEMERINTAH KABUPATEN KULON PROGO,PEMERINTAH KABUPATEN KULON PROGO,STAF AHLI BUPATI BIDANG KEMASYARAKATAN DAN SUMBER DAYA MANUSIA,11 Agustus 2016,Periodik,732400340
718,718,LAILY FITRIA TITIN ANUGRAHWATI,,,,27 September 2016,Periodik,672419801
719,719,MUHAMMAD DAHLAN SALEH,KEMENTERIAN KEUANGAN,DIREKTORAT JENDERAL PAJAK,KEPALA SEKSI PENGAWASAN DAN KONSULTASI II - KANTOR PELAYANAN PAJAK PRATAMA JAKARTA MENTENG SATU,24 Juni 2011,Periodik,779761277
720,720,IGNATIUS YULIANTO,,,,28 Oktober 2005,Periodik,561175538
721,721,SRI LESTARI,,,,31 Oktober 2011,Periodik,27546360
722,722,NUGRAHANI,MAHKAMAH AGUNG,PENGADILAN TINGGI D.I. YOGYAKARTA,PANITERA MUDA PERDATA - PENGADILAN TINGGI D.I. YOGYAKARTA,18 Agustus 2016,Periodik,396625000
723,723,NUR MUSLIMAH,KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI),KEPOLISIAN DAERAH D.I. YOGYAKARTA,KEPALA SEKSI KEUANGAN - KEPOLISIAN RESOR KULON PROGO,9 Oktober 2014,Periodik,259519098
724,724,HAMENGKU BUWONO X,,,,1 Juni 2001,Periodik,20950886382
725,725,TITO ASUNG KUMORO WICAKSONO,PEMERINTAH DAERAH D.I. YOGYAKARTA,PEMERINTAH DAERAH D.I. YOGYAKARTA,"KEPALA SEKSI PERENCANAAN SUMBER DAYA AIR - DINAS PEKERJAAN UMUM, PERUMAHAN DAN ENERGI SUMBER DAYA MINERAL",21 Juni 2012,Periodik,310207335
